Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773198854	376	98850	105308	0	433672	15685	0	135	0	152670231	125409	2925262	12501	0	0	2	2
1773198856	378	98850	105308	0	433672	15685	0	135	0	152670306	125410	2925353	12502	0	0	2	2
1773198858	380	98850	105308	0	433672	15685	0	135	0	152731149	125471	2926050	12506	0	0	2	2
1773198860	382	98850	105308	0	433672	15685	0	135	0	152787934	125518	2927074	12513	0	0	2	2
1773198862	384	98850	105308	0	433672	15685	0	135	0	152788462	125521	2927644	12517	0	0	2	2
1773198864	386	98850	105308	0	433672	15685	0	135	0	156868647	128813	2941273	12635	0	0	2	2
1773198866	388	98850	105308	0	433672	15685	0	135	0	156925535	128864	2942139	12641	0	0	2	2
1773198868	390	98850	105308	0	433672	15685	0	135	0	156928242	128871	2942139	12641	0	0	2	2
1773198870	392	98850	105308	0	433672	15685	0	135	0	156988198	128925	2943648	12651	0	0	2	2
1773198872	394	98850	105308	0	433672	15685	0	135	0	157045244	128973	2944453	12656	0	0	2	2
1773198874	396	98850	105308	0	433672	15685	0	135	0	161372302	132463	2962451	12817	0	0	2	2
1773198876	398	98850	105308	0	433672	15685	0	135	0	161430705	132517	2963761	12826	0	0	2	2
1773198878	400	98850	105308	0	433672	15685	0	135	0	161487372	132565	2964754	12832	0	0	2	2
1773198880	402	98850	105308	0	433672	15685	0	135	0	161487372	132565	2964754	12832	0	0	2	2
1773198882	404	98850	105308	0	433672	15685	0	135	0	161544952	132616	2965764	12839	0	0	2	2
1773198884	406	98850	105308	0	433672	15685	0	135	0	165821681	136074	2985353	13012	0	0	2	2
1773198886	408	98850	105308	0	433672	15685	0	135	0	165821681	136074	2985353	13012	0	0	2	2
1773198888	410	98850	105308	0	433672	15685	0	135	0	165878728	136124	2986537	13019	0	0	2	2
1773198890	412	98850	105308	0	433672	15685	0	135	0	165935658	136173	2987450	13025	0	0	2	2
1773198892	414	98850	105308	0	433672	15685	0	135	0	165935960	136175	2988051	13028	0	0	2	2
1773198894	416	98850	105308	0	433672	15685	0	135	0	169888770	139373	3007005	13194	0	0	2	2
1773198896	418	98850	105308	0	433672	15685	0	135	0	169945602	139423	3008263	13203	0	0	2	2
1773198898	420	98850	105308	0	433672	15685	0	135	0	169945602	139423	3008453	13204	0	0	2	2
1773198900	422	98850	105308	0	433672	15685	0	135	0	170003994	139475	3009260	13209	0	0	2	2
1773198902	424	98850	105308	0	433672	15685	0	135	0	170061245	139527	3010052	13214	0	0	2	2
1773198904	426	98850	105308	0	433672	15685	0	135	0	170244507	139680	3011071	13221	0	0	2	2
1773198906	428	98850	105308	0	433672	15685	0	135	0	174116319	142806	3027706	13369	0	0	2	2
1773198908	430	98850	105308	0	433672	15685	0	135	0	174172538	142853	3028510	13374	0	0	2	2
1773198910	432	98850	105308	0	433672	15685	0	135	0	174172656	142854	3028890	13376	0	0	2	2
1773198912	434	98850	105308	0	433672	15685	0	135	0	174230230	142904	3029903	13383	0	0	2	2
1773198914	436	98850	105308	0	433672	15685	0	135	0	174286826	142953	3031045	13388	0	0	2	2
1773198916	438	98850	105308	0	433672	15685	0	135	0	179159854	146890	3050446	13558	0	0	2	2
1773198918	440	98850	105308	0	433672	15685	0	135	0	179221587	146949	3055245	13573	0	0	2	2
1773198920	442	98850	105308	0	433672	15685	0	135	0	179278699	146998	3055943	13577	0	0	2	2
1773198922	444	98850	105308	0	433672	15685	0	135	0	179278904	146999	3056037	13578	0	0	2	2
1773198924	446	98850	105308	0	433672	15685	0	135	0	179335549	147049	3057150	13586	0	0	2	2
1773198926	448	98850	105308	0	433672	15685	0	135	0	183466410	150386	3077892	13770	0	0	2	2
1773198928	450	98850	105308	0	433672	15685	0	135	0	183466410	150386	3077892	13770	0	0	2	2
1773198930	452	98850	105308	0	433672	15685	0	135	0	183523527	150437	3078860	13775	0	0	2	2
1773198932	454	98850	105308	0	433672	15685	0	135	0	183582622	150491	3079667	13780	0	0	2	2
1773198934	456	98850	105308	0	433672	15685	0	135	0	183582740	150492	3080237	13783	0	0	2	2
1773198936	458	98850	105308	0	433672	15685	0	135	0	186658927	152979	3097958	13939	0	0	2	2
1773198938	460	98850	105308	0	433672	15685	0	135	0	186715594	153027	3098875	13945	0	0	2	2
1773198940	462	98850	105308	0	433672	15685	0	135	0	186717114	153032	3098875	13945	0	0	2	2
1773198942	464	98850	105308	0	433672	15685	0	135	0	186774329	153085	3100486	13956	0	0	2	2
1773198944	466	98850	105308	0	433672	15685	0	135	0	186831184	153133	3101509	13963	0	0	2	2
1773198946	468	98850	105308	0	433672	15685	0	135	0	190776359	156314	3120899	14138	0	0	2	2
1773198948	470	98850	105308	0	433672	15685	0	135	0	190832887	156362	3122087	14145	0	0	2	2
1773198950	472	98850	105308	0	433672	15685	0	135	0	190889109	156409	3123221	14153	0	0	2	2
1773198952	474	98850	105308	0	433672	15685	0	135	0	190889109	156409	3123221	14153	0	0	2	2
1773198954	476	98850	105308	0	433672	15685	0	135	0	190946151	156459	3124000	14157	0	0	2	2
1773198956	478	98850	105308	0	433672	15685	0	135	0	191003096	156509	3125227	14165	0	0	2	2
1773198958	480	98850	105308	0	433672	15685	0	135	0	194693905	159489	3142332	14319	0	0	2	2
1773198960	482	98850	105308	0	433672	15685	0	135	0	194750759	159539	3143659	14328	0	0	2	2
1773198962	484	98850	105308	0	433672	15685	0	135	0	194808007	159588	3144558	14334	0	0	2	2
1773198964	486	98850	105308	0	433672	15685	0	135	0	194808053	159589	3144558	14334	0	0	2	2
1773198966	488	98850	105308	0	433672	15685	0	135	0	194864601	159638	3145474	14340	0	0	2	2
1773198968	490	98850	105308	0	433672	15685	0	135	0	198941276	162930	3164836	14511	0	0	2	2
