Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773205161	232	74413	80936	0	384844	16087	0	137	0	77504590	56007	1001809	3864	0	0	2	2
1773205163	234	74413	80936	0	384844	16087	0	137	0	77506242	56021	1002379	3867	0	0	2	2
1773205165	236	74413	80936	0	384844	16087	0	137	0	77512147	56051	1081935	3937	0	0	2	2
1773205167	238	74414	80936	0	384844	16087	0	137	0	77514464	56071	1082505	3940	0	0	2	2
1773205169	240	74414	80936	0	384844	16087	0	137	0	77515955	56084	1083166	3944	0	0	2	2
1773205171	242	74414	80936	0	384844	16087	0	137	0	77518837	56100	1091818	3958	0	0	2	2
1773205173	244	74414	80936	0	384844	16087	0	137	0	77520479	56109	1105330	3976	0	0	2	2
1773205175	246	74414	80936	0	384844	16087	0	137	0	77521628	56113	1109128	3983	0	0	2	2
1773205177	248	74414	80936	0	384844	16087	0	137	0	77522728	56123	1109898	3988	0	0	2	2
1773205179	250	74414	80936	0	384844	16087	0	137	0	77522728	56123	1109898	3988	0	0	2	2
1773205181	252	74414	80936	0	384844	16087	0	137	0	77527431	56144	1150652	4034	0	0	2	2
1773205183	254	74414	80936	0	384844	16087	0	137	0	77535872	56176	1184194	4084	0	0	2	2
1773205185	256	74414	80936	0	384844	16087	0	137	0	77588984	56317	1284235	4218	0	0	2	2
1773205187	258	74414	80936	0	384844	16087	0	137	0	77597847	56355	1319895	4279	0	0	2	2
1773205189	260	74414	80936	0	384844	16087	0	137	0	77621543	56447	1388253	4412	0	0	2	2
1773205191	262	74413	80936	0	384844	16087	0	137	0	77625080	56468	1396116	4440	0	0	2	2
1773205193	264	74413	80936	0	384844	16087	0	137	0	77628175	56486	1422542	4472	0	0	2	2
1773205195	266	74413	80936	0	384844	16087	0	137	0	77632489	56508	1430130	4493	0	0	2	2
1773205197	268	74413	80936	0	384844	16087	0	137	0	77633654	56516	1430883	4501	0	0	2	2
1773205199	270	74413	80936	0	384844	16087	0	137	0	77635551	56524	1431546	4508	0	0	2	2
1773205201	272	74414	80936	0	384844	16087	0	137	0	77639664	56545	1436043	4524	0	0	2	2
1773205203	274	74414	80936	0	384844	16087	0	137	0	77645567	56571	1448391	4554	0	0	2	2
1773205205	276	74413	80936	0	384844	16087	0	137	0	77656552	56625	1471175	4615	0	0	2	2
1773205207	278	74413	80936	0	384844	16087	0	137	0	77661509	56671	1766116	4851	0	0	2	2
1773205209	280	74413	80936	0	384844	16087	0	137	0	77661584	56672	1766207	4852	0	0	2	2
1773205211	282	74413	80936	0	384844	16087	0	137	0	77663772	56691	1874665	4940	0	0	2	2
1773205213	284	74413	80936	0	384844	16087	0	137	0	77663977	56692	1874759	4941	0	0	2	2
1773205215	286	74414	80936	0	384844	16087	0	137	0	77664213	56694	1875221	4944	0	0	2	2
1773205217	288	74414	80936	0	384844	16087	0	137	0	77666256	56702	1882950	4958	0	0	2	2
1773205219	290	74414	80936	0	384844	16087	0	137	0	77666374	56703	1883330	4960	0	0	2	2
1773205221	292	74414	80936	0	384844	16087	0	137	0	77666530	56705	1883444	4961	0	0	2	2
1773205223	294	74414	80936	0	384844	16087	0	137	0	77667592	56714	1884204	4965	0	0	2	2
1773205225	296	74414	80936	0	384844	16087	0	137	0	77667933	56716	1884673	4968	0	0	2	2
1773205227	298	74414	80936	0	384844	16087	0	137	0	77670172	56722	1884673	4968	0	0	2	2
1773205229	300	74414	80936	0	384844	16087	0	137	0	77670881	56726	1885237	4972	0	0	2	2
1773205231	302	98826	105348	0	433672	23841	0	273	0	77670881	56726	1885237	4972	0	0	2	2
1773205233	304	98826	105348	0	433672	23841	0	273	0	77671533	56733	1885922	4977	0	0	2	2
1773205235	306	98826	105348	0	433672	23841	0	273	0	77672241	56739	1886682	4981	0	0	2	2
1773205237	308	98826	105348	0	433672	23841	0	273	0	77672325	56741	1886682	4981	0	0	2	2
1773205239	310	98826	105348	0	433672	23841	0	273	0	77677489	56756	1890986	4993	0	0	2	2
1773205241	312	98826	105348	0	433672	23841	0	273	0	77677639	56759	1890986	4993	0	0	2	2
1773205243	314	98826	105348	0	433672	23841	0	273	0	77677681	56760	1890986	4993	0	0	2	2
1773205245	316	98826	105348	0	433672	23841	0	273	0	77678330	56768	1891999	5001	0	0	2	2
1773205247	318	98826	105348	0	433672	23841	0	273	0	77680146	56778	1895458	5010	0	0	2	2
1773205249	320	98826	105348	0	433672	23841	0	273	0	77680230	56780	1895458	5010	0	0	2	2
1773205251	322	98826	105348	0	433672	23841	0	273	0	77680498	56784	1895873	5012	0	0	2	2
1773205253	324	98826	105348	0	433672	23841	0	273	0	77680787	56787	1896157	5014	0	0	2	2
1773205255	326	98826	105348	0	433672	23841	0	273	0	77680829	56788	1896157	5014	0	0	2	2
1773205257	328	98826	105348	0	433672	23841	0	273	0	77680913	56790	1896157	5014	0	0	2	2
1773205259	330	98826	105348	0	433672	23841	0	273	0	77686561	56812	1903710	5032	0	0	2	2
1773205261	332	98826	105348	0	433672	23841	0	273	0	77687024	56818	1904415	5037	0	0	2	2
1773205263	334	98826	105348	0	433672	23841	0	273	0	77687152	56820	1904415	5037	0	0	2	2
1773205265	336	98826	105348	0	433672	23841	0	273	0	77687368	56824	1904712	5040	0	0	2	2
1773205267	338	98826	105348	0	433672	23841	0	273	0	77688236	56832	1905392	5044	0	0	2	2
1773205269	340	98826	105348	0	433672	23841	0	273	0	77688515	56837	1905789	5048	0	0	2	2
1773205271	342	98826	105348	0	433672	23841	0	273	0	77688557	56838	1906119	5051	0	0	2	2
1773205273	344	98826	105348	0	433672	23841	0	273	0	77688888	56842	1906275	5053	0	0	2	2
1773205275	346	98826	105348	0	433672	23841	0	273	0	77695045	56876	1915450	5086	0	0	2	2
1773205277	348	98826	105348	0	433672	23841	0	273	0	77709072	56909	1932300	5110	0	0	2	2
1773205279	350	98826	105348	0	433672	23841	0	273	0	77709156	56911	1932300	5110	0	0	2	2
1773205281	352	98826	105348	0	433672	23841	0	273	0	77770606	56978	1938200	5139	0	0	2	2
1773205283	354	98826	105348	0	433672	23841	0	273	0	82795822	61040	2003768	5670	0	0	2	2
1773205285	356	98826	105348	0	433672	23841	0	273	0	82795864	61041	2003958	5671	0	0	2	2
1773205287	358	98825	105348	0	433672	23841	0	273	0	82854291	61099	2007030	5685	0	0	2	2
1773205289	360	98825	105348	0	433672	23841	0	273	0	82914945	61156	2007787	5689	0	0	2	2
1773205291	362	196487	203152	0	628984	31478	0	361	0	82915029	61158	2007787	5689	0	0	2	2
1773205293	364	196487	203152	0	628984	31478	0	361	0	88065388	64594	2018364	5807	0	0	2	2
1773205295	366	196487	203152	0	628984	31478	0	361	0	88121126	64638	2019362	5816	0	0	2	2
1773205297	368	196487	203152	0	628984	31478	0	361	0	88121520	64643	2019858	5820	0	0	2	2
1773205299	370	196487	203152	0	628984	31478	0	361	0	88177743	64690	2021345	5834	0	0	2	2
1773205301	372	196487	203152	0	628984	31478	0	361	0	88233406	64734	2022403	5845	0	0	2	2
1773205303	374	196487	203152	0	628984	31478	0	361	0	90441451	66207	2028177	5910	0	0	2	2
1773205305	376	196487	203152	0	628984	31478	0	361	0	90498609	66257	2029140	5915	0	0	2	2
1773205307	378	196489	203152	0	628984	31478	0	361	0	90904263	66564	2049649	6102	0	0	2	2
1773205309	380	196487	203152	0	628984	31478	0	361	0	91177400	66827	2089108	6222	0	0	2	2
1773205311	382	196487	203152	0	628984	31478	0	361	0	91177484	66829	2089108	6222	0	0	2	2
1773205313	384	196487	203152	0	628984	31478	0	361	0	91178732	66841	2090465	6228	0	0	2	2
1773205315	386	196487	203152	0	628984	31478	0	361	0	91179699	66849	2091161	6234	0	0	2	2
1773205317	388	196487	203152	0	628984	31478	0	361	0	91179783	66851	2091286	6235	0	0	2	2
1773205319	390	196487	203152	0	628984	31478	0	361	0	91180038	66855	2091434	6237	0	0	2	2
1773205321	392	196487	203152	0	628984	31478	0	361	0	94611781	69669	2130765	6336	0	0	2	2
1773205323	394	196487	203152	0	628984	31478	0	361	0	108278705	80561	2158475	6549	0	0	2	2
1773205325	396	196487	203152	0	628984	31478	0	361	0	109152558	81162	2163403	6599	0	0	2	2
1773205327	398	196487	203152	0	628984	31478	0	361	0	110664546	82196	2170040	6663	0	0	2	2
1773205329	400	196487	203152	0	628984	31478	0	361	0	113061915	83818	2179884	6743	0	0	2	2
1773205331	402	196487	203152	0	628984	31478	0	361	0	113121849	83878	2184667	6757	0	0	2	2
1773205333	404	196487	203152	0	628984	31478	0	361	0	113124179	83893	2192163	6775	0	0	2	2
1773205335	406	196487	203152	0	628984	31478	0	361	0	113181516	83938	2193191	6784	0	0	2	2
1773205337	408	196487	203152	0	628984	31478	0	361	0	118577767	88282	2201668	6858	0	0	2	2
1773205339	410	196487	203152	0	628984	31478	0	361	0	118577767	88282	2201668	6858	0	0	2	2
1773205341	412	196487	203152	0	628984	31478	0	361	0	118634903	88328	2203146	6871	0	0	2	2
1773205343	414	196487	203152	0	628984	31478	0	361	0	118690915	88370	2204254	6882	0	0	2	2
1773205345	416	196487	203152	0	628984	31478	0	361	0	118747811	88422	2205556	6890	0	0	2	2
1773205347	418	196487	203152	0	628984	31478	0	361	0	123403194	92175	2211691	6944	0	0	2	2
1773205349	420	196487	203152	0	628984	31478	0	361	0	123464715	92235	2212388	6948	0	0	2	2
1773205351	422	294143	300808	0	824296	39054	0	449	0	123464833	92236	2212966	6951	0	0	2	2
1773205353	424	294143	300808	0	824296	39054	0	449	0	123521121	92281	2213950	6961	0	0	2	2
1773205355	426	294143	300808	0	824296	39054	0	449	0	123577507	92325	2215306	6974	0	0	2	2
1773205357	428	294143	300808	0	824296	39054	0	449	0	126488761	94267	2221998	7049	0	0	2	2
1773205359	430	294143	300808	0	824296	39054	0	449	0	126488761	94267	2221998	7049	0	0	2	2
1773205361	432	294143	300808	0	824296	39054	0	449	0	126544476	94311	2223182	7059	0	0	2	2
1773205363	434	294143	300808	0	824296	39054	0	449	0	126544476	94311	2223182	7059	0	0	2	2
1773205365	436	294143	300808	0	824296	39054	0	449	0	126601950	94362	2223981	7064	0	0	2	2
1773205367	438	294143	300808	0	824296	39054	0	449	0	129139678	96067	2231784	7144	0	0	2	2
1773205369	440	294142	300808	0	824296	39054	0	449	0	129141854	96088	2232164	7146	0	0	2	2
1773205371	442	294142	300808	0	824296	39054	0	449	0	129198103	96130	2232706	7151	0	0	2	2
1773205373	444	294142	300808	0	824296	39054	0	449	0	129255605	96174	2233536	7159	0	0	2	2
1773205375	446	294142	300808	0	824296	39054	0	449	0	129255605	96174	2233536	7159	0	0	2	2
1773205377	448	294142	300808	0	824296	39054	0	449	0	129311436	96221	2234989	7174	0	0	2	2
1773205379	450	294142	300808	0	824296	39054	0	449	0	133207817	98817	2244691	7281	0	0	2	2
1773205381	452	294142	300808	0	824296	39054	0	449	0	133208315	98823	2245016	7284	0	0	2	2
1773205383	454	294142	300808	0	824296	39054	0	449	0	133264984	98873	2245989	7290	0	0	2	2
1773205385	456	294142	300808	0	824296	39054	0	449	0	133321017	98920	2246767	7294	0	0	2	2
1773205387	458	294142	300808	0	824296	39054	0	449	0	133321092	98921	2247056	7296	0	0	2	2
1773205389	460	294142	300808	0	824296	39054	0	449	0	137491383	101701	2256055	7399	0	0	2	2
1773205391	462	294142	300808	0	824296	39054	0	449	0	137547869	101746	2257936	7416	0	0	2	2
1773205393	464	294142	300808	0	824296	39054	0	449	0	137548251	101749	2258556	7421	0	0	2	2
1773205395	466	294142	300808	0	824296	39054	0	449	0	137604847	101792	2259200	7427	0	0	2	2
1773205397	468	294142	300808	0	824296	39054	0	449	0	137660977	101832	2259760	7431	0	0	2	2
1773205399	470	294142	300808	0	824296	39054	0	449	0	141394425	104845	2265014	7474	0	0	2	2
1773205401	472	294142	300808	0	824296	39054	0	449	0	141450804	104893	2266102	7482	0	0	2	2
1773205403	474	294142	300808	0	824296	39054	0	449	0	141507659	104941	2266799	7486	0	0	2	2
1773205405	476	294142	300808	0	824296	39054	0	449	0	141507819	104943	2267241	7489	0	0	2	2
1773205407	478	294142	300808	0	824296	39054	0	449	0	141563718	104985	2268144	7498	0	0	2	2
1773205409	480	294142	300808	0	824296	39054	0	449	0	145418276	108090	2273142	7542	0	0	2	2
1773205411	482	391797	398320	0	1019608	46569	0	537	0	145418396	108092	2273248	7543	0	0	2	2
1773205413	484	391797	398320	0	1019608	46569	0	537	0	145475126	108141	2275135	7557	0	0	2	2
1773205415	486	391797	398320	0	1019608	46569	0	537	0	145530679	108183	2276155	7567	0	0	2	2
1773205417	488	391797	398320	0	1019608	46569	0	537	0	145530953	108186	2277105	7572	0	0	2	2
1773205419	490	391797	398320	0	1019608	46569	0	537	0	146371859	108759	2279688	7600	0	0	2	2
1773205421	492	391797	398320	0	1019608	46569	0	537	0	150549581	111553	2288541	7696	0	0	2	2
1773205423	494	391797	398320	0	1019608	46569	0	537	0	150549581	111553	2288666	7697	0	0	2	2
1773205425	496	391797	398320	0	1019608	46569	0	537	0	150605350	111596	2289754	7707	0	0	2	2
1773205427	498	391797	398320	0	1019608	46569	0	537	0	150661728	111641	2290749	7716	0	0	2	2
1773205429	500	391797	398320	0	1019608	46569	0	537	0	150661860	111643	2291268	7720	0	0	2	2
1773205431	502	391797	398320	0	1019608	46569	0	537	0	155824387	115081	2300744	7828	0	0	2	2
1773205433	504	391797	398320	0	1019608	46569	0	537	0	155880580	115125	2302000	7840	0	0	2	2
1773205435	506	391797	398320	0	1019608	46569	0	537	0	155880802	115129	2302560	7842	0	0	2	2
1773205437	508	391797	398320	0	1019608	46569	0	537	0	155937588	115176	2303121	7847	0	0	2	2
1773205439	510	391797	398320	0	1019608	46569	0	537	0	155994722	115226	2303904	7852	0	0	2	2
1773205441	512	391797	398320	0	1019608	46569	0	537	0	158766533	117076	2309382	7913	0	0	2	2
1773205443	514	391797	398320	0	1019608	46569	0	537	0	158823663	117121	2310464	7922	0	0	2	2
1773205445	516	391797	398320	0	1019608	46569	0	537	0	158879541	117163	2311585	7933	0	0	2	2
1773205447	518	391797	398320	0	1019608	46569	0	537	0	158880146	117171	2312635	7942	0	0	2	2
1773205449	520	391797	398320	0	1019608	46569	0	537	0	158936035	117214	2313349	7949	0	0	2	2
1773205451	522	391797	398320	0	1019608	46569	0	537	0	162633616	119679	2320654	8031	0	0	2	2
1773205453	524	391797	398320	0	1019608	46569	0	537	0	162633939	119681	2321128	8034	0	0	2	2
1773205455	526	391797	398320	0	1019608	46569	0	537	0	162690947	119732	2321607	8036	0	0	2	2
1773205457	528	391797	398320	0	1019608	46569	0	537	0	162747091	119781	2322086	8038	0	0	2	2
1773205459	530	391797	398320	0	1019608	46569	0	537	0	162747341	119783	2322695	8041	0	0	2	2
1773205461	532	391797	398320	0	1019608	46569	0	537	0	166354006	122698	2329648	8101	0	0	2	2
1773205463	534	391797	398320	0	1019608	46569	0	537	0	166409689	122739	2330742	8110	0	0	2	2
1773205465	536	391797	398320	0	1019608	46569	0	537	0	166409689	122739	2330940	8111	0	0	2	2
1773205467	538	391797	398320	0	1019608	46569	0	537	0	166465913	122783	2331633	8119	0	0	2	2
1773205469	540	391797	398320	0	1019608	46569	0	537	0	166525512	122833	2332641	8127	0	0	2	2
1773205471	542	74410	81076	0	384844	54023	0	658	0	167302188	123461	2334683	8141	0	0	2	2
1773205473	544	74410	81076	0	384844	54023	0	658	0	170724699	126223	2340593	8192	0	0	2	2
1773205475	546	74410	81076	0	384844	54023	0	658	0	170781553	126273	2341779	8199	0	0	2	2
1773205477	548	74410	81076	0	384844	54023	0	658	0	170837807	126316	2342826	8209	0	0	2	2
1773205479	550	74410	81076	0	384844	54023	0	658	0	170837807	126316	2342826	8209	0	0	2	2
1773205481	552	74410	81076	0	384844	54023	0	658	0	170893276	126359	2344034	8219	0	0	2	2
1773205483	554	74410	81076	0	384844	54023	0	658	0	176439008	130078	2356124	8357	0	0	2	2
1773205485	556	74410	81076	0	384844	54023	0	658	0	176496434	130121	2357194	8368	0	0	2	2
1773205487	558	74410	81076	0	384844	54023	0	658	0	176551634	130163	2358551	8380	0	0	2	2
1773205489	560	74410	81076	0	384844	54023	0	658	0	176551634	130163	2358551	8380	0	0	2	2
